location_id,date,mean,upper,lower,location_name
555,2020-12-13,1.11585997979301,1.42393732826714,0.78123683713567,New York
555,2020-12-14,1.11178898760856,1.42480892216156,0.778750522372647,New York
555,2020-12-15,1.10929718188513,1.42608756085546,0.780584868056272,New York
555,2020-12-16,1.10313638697733,1.42661969093356,0.780686413839254,New York
555,2020-12-17,1.09333012725658,1.41741333051756,0.779453534532355,New York
555,2020-12-18,1.0871489507215,1.41422180372774,0.777225793852826,New York
555,2020-12-19,1.07903089601935,1.41581203925037,0.769008270751444,New York
555,2020-12-20,1.07269483619673,1.41840713677543,0.766531449662449,New York
555,2020-12-21,1.07104476290779,1.42084864110012,0.765776084671926,New York
555,2020-12-22,1.06579002342998,1.41654082898141,0.765259931398992,New York
555,2020-12-23,1.05895375054696,1.41369881077266,0.760386922604927,New York
555,2020-12-24,1.05063760774289,1.40912770640697,0.75801260228613,New York
555,2020-12-25,1.04482318573201,1.39856028210856,0.758642509663081,New York
555,2020-12-26,1.03771203609169,1.39017888047674,0.757057315724703,New York
555,2020-12-27,1.03197304271975,1.38737306506863,0.757986119964895,New York
555,2020-12-28,1.02678766272844,1.38659244046013,0.752747608510963,New York
555,2020-12-29,1.01898245005868,1.38286967462547,0.752477275675456,New York
555,2020-12-30,1.01364832179525,1.37872667065094,0.749330780117608,New York
555,2020-12-31,1.00387148268753,1.3670664500451,0.745078493952858,New York
555,2021-01-01,0.995767359680822,1.36702379414142,0.74448027654781,New York
555,2021-01-02,0.978404691985988,1.34271004583533,0.732188266235281,New York
555,2021-01-03,0.971108118038299,1.33508621202714,0.73142889664276,New York
555,2021-01-04,0.963678516630479,1.321236511669,0.731281243413187,New York
555,2021-01-05,0.956488368152415,1.316388899194,0.72968499402075,New York
555,2021-01-06,0.951699685293327,1.30924591542213,0.730376659344853,New York
555,2021-01-07,0.941019626301676,1.29961940365614,0.728006747603671,New York
555,2021-01-08,0.933457999785514,1.28721055839112,0.723158305954373,New York
555,2021-01-09,0.925013648383483,1.26657969384055,0.71834257831593,New York
555,2021-01-10,0.920032544281719,1.25954931930997,0.720240654253804,New York
555,2021-01-11,0.911807525490248,1.24972994290485,0.718894989649609,New York
555,2021-01-12,0.906519053139507,1.24655818067324,0.713696082491455,New York
555,2021-01-13,0.900288748882062,1.24036896544535,0.712186069067471,New York
555,2021-01-14,0.892587322208792,1.22261367750239,0.711267378918476,New York
555,2021-01-15,0.886969179865791,1.21071370168305,0.709152008513887,New York
555,2021-01-16,0.882548826849212,1.20420598676153,0.704915498303661,New York
555,2021-01-17,0.879038710935914,1.19809162046564,0.704434025319648,New York
555,2021-01-18,0.873627285397337,1.19013822529622,0.699707584926391,New York
555,2021-01-19,0.869952751205823,1.18483869758219,0.696144061615919,New York
555,2021-01-20,0.863283279157097,1.17117154078334,0.692800049878018,New York
555,2021-01-21,0.858981389552754,1.15376504432213,0.693503507300728,New York
555,2021-01-22,0.855802672543791,1.14399302516801,0.694170324812582,New York
555,2021-01-23,0.852009582341684,1.13532563647942,0.694752742983051,New York
555,2021-01-24,0.845867478803485,1.12130093798469,0.692391859251077,New York
555,2021-01-25,0.844075076248657,1.11829980032135,0.693282560139566,New York
555,2021-01-26,0.84233083152361,1.10976892181717,0.69416074371337,New York
555,2021-01-27,0.838280183440802,1.10505243924994,0.690263287385245,New York
555,2021-01-28,0.83429924381524,1.10048475059451,0.687757328042077,New York
555,2021-01-29,0.832349921550686,1.09664801111363,0.688393433889604,New York
555,2021-01-30,0.827754141137435,1.08945590698507,0.680817554287792,New York
555,2021-01-31,0.82304049096426,1.07698513454672,0.673919874668084,New York
555,2021-02-01,0.818634614651998,1.06705794641959,0.672219098459796,New York
555,2021-02-02,0.815336305481288,1.05272462503696,0.669392354320939,New York
555,2021-02-03,0.81349723634584,1.04440204148428,0.668864277664449,New York
555,2021-02-04,0.809663362704674,1.02302520859374,0.668784583033124,New York
555,2021-02-05,0.808690968033354,1.0190380331725,0.667346825367723,New York
555,2021-02-06,0.807480787909609,1.00814210094069,0.664693186530054,New York
555,2021-02-07,0.807062176259258,1.00356602367473,0.662145542704101,New York
555,2021-02-08,0.806426713315154,0.996849125806374,0.662139448756206,New York
555,2021-02-09,0.806867930723734,0.993907036994118,0.663177060919132,New York
555,2021-02-10,0.806508367163704,0.988085437193715,0.663937742556558,New York
555,2021-02-11,0.805878564684109,0.979402122959481,0.664342328446248,New York
555,2021-02-12,0.806957008139463,0.979583251858909,0.665642179603334,New York
555,2021-02-13,0.805808608912805,0.972154024845475,0.663793071338705,New York
555,2021-02-14,0.806515270007619,0.971058443846818,0.665041843553154,New York
555,2021-02-15,0.806623156283134,0.964886932438009,0.664487796215982,New York
555,2021-02-16,0.807136595829389,0.964003506791104,0.665723519094459,New York
555,2021-02-17,0.806978926476471,0.959020250436898,0.665978960940162,New York
555,2021-02-18,0.806107286179014,0.950342881173675,0.664900221058401,New York
555,2021-02-19,0.807399429291951,0.951923061484907,0.666883549056471,New York
555,2021-02-20,0.808206014977635,0.951866183357377,0.666881745020019,New York
555,2021-02-21,0.808204252834416,0.950222207957794,0.666428301466484,New York
555,2021-02-22,0.809033196764715,0.95103825004944,0.667467919528585,New York
555,2021-02-23,0.809532852482211,0.950051159311364,0.668812400568991,New York
555,2021-02-24,0.809693167227166,0.948513242784654,0.668320145515956,New York
555,2021-02-25,0.810648285643751,0.948692322816692,0.669808409590076,New York
555,2021-02-26,0.812123850988702,0.950207458370108,0.67175641686941,New York
555,2021-02-27,0.81348839706719,0.95179068622138,0.673282846658274,New York
555,2021-02-28,0.814267542705759,0.952990331658039,0.674471888778539,New York
556,2019-12-12,,,,North Carolina
556,2019-12-13,,,,North Carolina
556,2019-12-14,,,,North Carolina
556,2019-12-15,,,,North Carolina
556,2019-12-16,,,,North Carolina
556,2019-12-17,,,,North Carolina
556,2019-12-18,,,,North Carolina
556,2019-12-19,,,,North Carolina
556,2019-12-20,,,,North Carolina
556,2019-12-21,,,,North Carolina
556,2019-12-22,,,,North Carolina
556,2019-12-23,,,,North Carolina
556,2019-12-24,,,,North Carolina
556,2019-12-25,,,,North Carolina
556,2019-12-26,,,,North Carolina
556,2019-12-27,,,,North Carolina
556,2019-12-28,,,,North Carolina
556,2019-12-29,,,,North Carolina
556,2019-12-30,,,,North Carolina
556,2019-12-31,,,,North Carolina
556,2020-01-01,,,,North Carolina
556,2020-01-02,,,,North Carolina
556,2020-01-03,,,,North Carolina
556,2020-01-04,,,,North Carolina
556,2020-01-05,,,,North Carolina
556,2020-01-06,,,,North Carolina
556,2020-01-07,,,,North Carolina
556,2020-01-08,,,,North Carolina
556,2020-01-09,,,,North Carolina
556,2020-01-10,,,,North Carolina
556,2020-01-11,,,,North Carolina
556,2020-01-12,,,,North Carolina
556,2020-01-13,,,,North Carolina
556,2020-01-14,,,,North Carolina
556,2020-01-15,,,,North Carolina
556,2020-01-16,,,,North Carolina
556,2020-01-17,,,,North Carolina
556,2020-01-18,,,,North Carolina
556,2020-01-19,,,,North Carolina
556,2020-01-20,,,,North Carolina
556,2020-01-21,,,,North Carolina
556,2020-01-22,,,,North Carolina
556,2020-01-23,,,,North Carolina
556,2020-01-24,,,,North Carolina
556,2020-01-25,,,,North Carolina
556,2020-01-26,,,,North Carolina
556,2020-01-27,,,,North Carolina
556,2020-01-28,,,,North Carolina
556,2020-01-29,,,,North Carolina
556,2020-01-30,,,,North Carolina
556,2020-01-31,,,,North Carolina
556,2020-02-01,,,,North Carolina
556,2020-02-02,,,,North Carolina
