"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-10-04","TN","A+",2577,2469,17,108,8883,8883,900,24,,258,2769178,31811,,,2726142,,120,201210,192906,1615,0,,,,,235942,184404,,0,2970388,33426,,,,,,0,2962084,33275
"2020-10-03","TN","A+",2560,2453,45,107,8859,8859,989,32,,293,2737367,16756,,,2694752,,119,199595,191442,1192,0,,,,,234057,183533,,0,2936962,17948,,,,,,0,2928809,17810
"2020-10-02","TN","A+",2515,2410,14,105,8827,8827,983,45,,290,2720611,15311,,,2678298,,121,198403,190388,971,0,,,,,232701,182116,,0,2919014,16282,,,,,,0,2910999,16124
"2020-10-01","TN","A+",2501,2399,47,102,8782,8782,999,49,,309,2705300,17083,,,2663147,,138,197432,189575,1293,0,,,,,231728,180781,,0,2902732,18376,,,,,,0,2894875,18153
"2020-09-30","TN","A+",2454,2356,34,98,8733,8733,969,61,,280,2688217,22347,,,2646321,,124,196139,188505,1528,0,,,,,230401,179322,,0,2884356,23875,,,,,,0,2876722,23655
"2020-09-29","TN","A+",2420,2325,31,95,8672,8672,909,53,,270,2665870,12260,,,2624331,,106,194611,187197,879,0,,,,,228736,177945,,0,2860481,13139,,,,,,0,2853067,12958
"2020-09-28","TN","A+",2389,2296,12,93,8619,8619,832,42,,259,2653610,14069,,,2612336,,118,193732,186499,737,0,,,,,227773,176030,,0,2847342,14806,,,,,,0,2840109,14735
"2020-09-27","TN","A+",2377,2284,3,93,8577,8577,830,49,,249,2639541,40553,,,2598400,,127,192995,185833,2104,0,,,,,226974,175143,,0,2832536,42657,,,,,,0,2825374,42530
"2020-09-26","TN","A+",2374,2281,22,93,8528,8528,855,51,,267,2598988,25597,,,2558215,,119,190891,183856,1437,0,,,,,224629,174044,,0,2789879,27034,,,,,,0,2782844,26911
"2020-09-25","TN","A+",2352,2262,42,90,8477,8477,838,64,,250,2573391,31547,,,2533011,,119,189454,182542,1910,0,,,,,222922,172618,,0,2762845,33457,,,,,,0,2755933,33296
"2020-09-24","TN","A+",2310,2221,35,89,8413,8413,813,75,,260,2541844,15210,,,2501811,,114,187544,180793,835,0,,,,,220826,171153,,0,2729388,16045,,,,,,0,2722637,15920
"2020-09-23","TN","A+",2275,2192,14,83,8338,8338,919,75,,286,2526634,20378,,,2486825,,114,186709,180083,1561,0,,,,,219892,169649,,0,2713343,21939,,,,,,0,2706717,21702
"2020-09-22","TN","A+",2261,2178,28,83,8263,8263,914,64,,297,2506256,11259,,,2466913,,120,185148,178759,739,0,,,,,218102,167778,,0,2691404,11998,,,,,,0,2685015,11828
"2020-09-21","TN","A+",2233,2152,15,81,8199,8199,789,40,,272,2494997,11385,,,2455978,,130,184409,178190,895,0,,,,,217209,166674,,0,2679406,12280,,,,,,0,2673187,12181
"2020-09-20","TN","A+",2218,2137,2,81,8159,8159,772,43,,249,2483612,37964,,,2444781,,106,183514,177394,2075,0,,,,,216225,165844,,0,2667126,40039,,,,,,0,2661006,39915
"2020-09-19","TN","A+",2216,2135,20,81,8116,8116,837,53,,271,2445648,22803,,,2407243,,123,181439,175443,942,0,,,,,213848,164982,,0,2627087,23745,,,,,,0,2621091,23609
"2020-09-18","TN","A+",2196,2116,32,80,8063,8063,871,84,,275,2422845,36106,,,2384683,,124,180497,174637,2357,0,,,,,212799,163181,,0,2603342,38463,,,,,,0,2597482,38290
"2020-09-17","TN","A+",2164,2084,13,80,7979,7979,999,57,,294,2386739,20590,,,2348989,,141,178140,172453,1053,0,,,,,210203,161707,,0,2564879,21643,,,,,,0,2559192,21469
"2020-09-16","TN","A+",2151,2074,24,77,7922,7922,969,74,,283,2366149,25951,,,2328773,,124,177087,171574,1856,0,,,,,208950,160202,,0,2543236,27807,,,,,,0,2537723,27632
"2020-09-15","TN","A+",2127,2050,30,77,7848,7848,888,82,,291,2340198,21621,,,2303410,,119,175231,169893,957,0,,,,,206681,158660,,0,2515429,22578,,,,,,0,2510091,22384
"2020-09-14","TN","A+",2097,2026,19,71,7766,7766,833,56,,262,2318577,34252,,,2282076,,131,174274,169130,2450,0,,,,,205631,156808,,0,2492851,36702,,,,,,0,2487707,36583
"2020-09-13","TN","A+",2078,2008,14,70,7710,7710,820,31,,261,2284325,12482,,,2248108,,122,171824,166799,933,0,,,,,203016,155865,,0,2456149,13415,,,,,,0,2451124,13359
"2020-09-12","TN","A+",2064,1995,39,69,7679,7679,941,55,,299,2271843,21323,,,2235909,,137,170891,165922,1032,0,,,,,201856,154947,,0,2442734,22355,,,,,,0,2437765,22236
"2020-09-11","TN","A+",2025,1957,37,68,7624,7624,965,75,,305,2250520,25717,,,2214968,,141,169859,165009,1622,0,,,,,200561,152674,,0,2420379,27339,,,,,,0,2415529,27211
"2020-09-10","TN","A+",1988,1923,57,65,7549,7549,1038,105,,309,2224803,23888,,,2189555,,154,168237,163515,1650,0,,,,,198763,151202,,0,2393040,25538,,,,,,0,2388318,25375
"2020-09-09","TN","A+",1931,1875,35,56,7444,7444,1056,89,,328,2200915,15678,,,2165995,,145,166587,162028,833,0,,,,,196948,149698,,0,2367502,16511,,,,,,0,2362943,16362
"2020-09-08","TN","A+",1896,1843,27,53,7355,7355,983,43,,301,2185237,5565,,,2150669,,138,165754,161344,645,0,,,,,195912,148165,,0,2350991,6210,,,,,,0,2346581,6201
"2020-09-07","TN","A+",1869,1818,4,51,7312,7312,953,16,,296,2179672,12599,,,2145354,,130,165109,160708,983,0,,,,,195026,146213,,0,2344781,13582,,,,,,0,2340380,13512
"2020-09-06","TN","A+",1865,1814,3,51,7296,7296,969,20,,299,2167073,19111,,,2132885,,144,164126,159795,1764,0,,,,,193983,145359,,0,2331199,20875,,,,,,0,2326868,20836
"2020-09-05","TN","A+",1862,1810,25,52,7276,7276,1000,70,,300,2147962,25325,,,2114019,,146,162362,158070,1765,0,,,,,192013,144383,,0,2310324,27090,,,,,,0,2306032,26997
"2020-09-04","TN","A+",1837,1785,22,52,7206,7206,1036,81,,306,2122637,17180,,,2088986,,146,160597,156398,1051,0,,,,,190049,143156,,0,2283234,18231,,,,,,0,2279035,18104
"2020-09-03","TN","A+",1815,1762,18,53,7125,7125,1056,64,,332,2105457,25057,,,2072116,,158,159546,155474,1715,0,,,,,188815,141568,,0,2265003,26772,,,,,,0,2260931,26633
"2020-09-02","TN","A+",1797,1743,16,54,7061,7061,1082,83,,351,2080400,18978,,,2047518,,165,157831,153898,1502,0,,,,,186780,120675,,0,2238231,20480,,,,,,0,2234298,20349
"2020-09-01","TN","A+",1781,1729,27,52,6978,6978,1037,100,,348,2061422,15356,,,2028999,,164,156329,152527,1396,0,,,,,184950,118885,,0,2217751,16752,,,,,,0,2213949,16633
"2020-08-31","TN","A+",1754,1704,7,50,6878,6878,910,38,,313,2046066,10171,,,2014005,,155,154933,151250,1818,0,,,,,183311,116864,,0,2200999,11989,,,,,,0,2197316,11952
"2020-08-30","TN","A+",1747,1698,22,49,6840,6840,889,89,,306,2035895,11170,,,2003929,,155,153115,149469,835,0,,,,,181435,114769,,0,2189010,12005,,,,,,0,2185364,11958
"2020-08-29","TN","A+",1725,1677,24,48,6751,6751,1002,0,,338,2024725,20036,,,1992863,,166,152280,148681,1465,0,,,,,180543,114099,,0,2177005,21501,,,,,,0,2173406,21391
"2020-08-28","TN","A+",1701,1654,28,47,6751,6751,1012,74,,324,2004689,25639,,,1973284,,169,150815,147326,1636,0,,,,,178731,113313,,0,2155504,27275,,,,,,0,2152015,27222
"2020-08-27","TN","A+",1673,1627,25,46,6677,6677,1047,74,,324,1979050,24282,,,1947993,,166,149179,145743,1826,0,,,,,176800,111416,,0,2128229,26108,,,,,,0,2124793,25965
"2020-08-26","TN","A+",1648,1604,20,44,6603,6603,1070,88,,340,1954768,25573,,,1924142,,169,147353,144060,1936,0,,,,,174686,109765,,0,2102121,27509,,,,,,0,2098828,27382
"2020-08-25","TN","A+",1628,1587,40,41,6515,6515,1099,94,,359,1929195,14445,,,1898955,,226,145417,142251,813,0,,,,,172491,108035,,0,2074612,15258,,,,,,0,2071446,15105
"2020-08-24","TN","A+",1588,1547,21,41,6421,6421,1018,43,,342,1914750,13494,,,1884801,,173,144604,141591,667,0,,,,,171540,106041,,0,2059354,14161,,,,,,0,2056341,14085
"2020-08-23","TN","A+",1567,1527,4,40,6378,6378,1009,50,,330,1901256,35579,,,1871468,,164,143937,141000,1854,0,,,,,170788,104054,,0,2045193,37433,,,,,,0,2042256,37395
"2020-08-22","TN","A+",1563,1523,14,40,6328,6328,1100,73,,358,1865677,25283,,,1836205,,170,142083,139184,1239,0,,,,,168656,103426,,0,2007760,26522,,,,,,0,2004861,26452
"2020-08-21","TN","A+",1549,1508,61,41,6255,6255,1149,99,,359,1840394,27466,,,1811300,,171,140844,138015,1669,0,,,,,167109,102686,,0,1981238,29135,,,,,,0,1978409,29005
"2020-08-20","TN","A+",1488,1447,36,41,6156,6156,1194,87,,385,1812928,21774,,,1784417,,177,139175,136476,1375,0,,,,,164987,100967,,0,1952103,23149,,,,,,0,1949404,23047
"2020-08-19","TN","A+",1452,1412,26,40,6069,6069,1230,88,,375,1791154,32560,,,1763069,,171,137800,135203,2022,0,,,,,163288,99085,,0,1928954,34582,,,,,,0,1926357,34482
"2020-08-18","TN","A+",1426,1386,39,40,5981,5981,1231,100,,384,1758594,22230,,,1731083,,183,135778,133281,1034,0,,,,,160792,96896,,0,1894372,23264,,,,,,0,1891875,23114
"2020-08-17","TN","A+",1387,1345,21,42,5881,5881,1139,34,,374,1736364,12732,,,1709179,,173,134744,132397,1036,0,,,,,159582,94812,,0,1871108,13768,,,,,,0,1868761,13746
"2020-08-16","TN","A+",1366,1324,21,42,5847,5847,1148,34,,328,1723632,25621,,,1696713,,158,133708,131383,1961,0,,,,,158302,92655,,0,1857340,27582,,,,,,0,1855015,27495
"2020-08-15","TN","A+",1345,1304,19,41,5813,5813,1307,88,,392,1698011,16426,,,1671887,,187,131747,129509,1289,0,,,,,155633,92100,,0,1829758,17715,,,,,,0,1827520,17620
